cluster_id	protein_count	taxon_count	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0000175	34	15	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen 	IPR011251	Domain Luciferase-like domain	PF00296	Luciferase-like monooxygenase
OG0000176	34	22	None	None	None	None	None	None
OG0000177	34	16	GO:0003676;GO:0004523	nucleic acid binding ;RNA-DNA hybrid ribonuclease activity 	IPR002156	Domain Ribonuclease H domain	PF00075	RNase H
OG0000178	34	20	GO:0016787	hydrolase activity 	IPR003140	Domain Phospholipase/carboxylesterase/thioesterase	PF02230	Phospholipase/Carboxylesterase
OG0000179	34	20	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000180	34	20	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000181	34	14	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0000182	34	15	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0000183	34	21	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000184	34	14	None	None	None	None	None	None
OG0000185	33	14	GO:0050660;GO:0003824	flavin adenine dinucleotide binding ;catalytic activity 	IPR006094;IPR004113	Domain FAD linked oxidase, N-terminal;Domain FAD-binding oxidoreductase/transferase, type 4, C-terminal	PF01565;PF02913	FAD binding domain ;FAD linked oxidases, C-terminal domain
OG0000186	33	19	GO:0016757	glycosyltransferase activity 	IPR007657	Family Glycosyltransferase 61	PF04577	Glycosyltransferase 61
OG0000187	33	11	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0000188	33	17	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0000189	33	20	None	None	IPR005079	Domain Peptidase C45, hydrolase domain	PF03417	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
OG0000190	33	16	None	None	IPR013096	Domain Cupin 2, conserved barrel	PF07883	Cupin domain
OG0000191	33	18	GO:0016614;GO:0050660	oxidoreductase activity, acting on CH-OH group of donors ;flavin adenine dinucleotide binding 	IPR000172;IPR007867	Domain Glucose-methanol-choline oxidoreductase, N-terminal;Domain Glucose-methanol-choline oxidoreductase, C-terminal	PF00732;PF05199	GMC oxidoreductase;GMC oxidoreductase
OG0000192	33	21	GO:0005576	extracellular region 	IPR010636	Family Cerato-ulmin hydrophobin family	PF06766	Fungal hydrophobin
OG0000193	33	19	GO:0005975;GO:0016810	carbohydrate metabolic process ;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds 	IPR002509;IPR018959	Domain NodB homology domain;Domain Domain of unknown function DUF1989	PF01522;PF09347	Polysaccharide deacetylase;Domain of unknown function (DUF1989)
OG0000194	33	22	None	None	None	None	None	None
OG0000195	33	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000196	33	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000197	33	23	None	None	IPR013078	Family Histidine phosphatase superfamily, clade-1	PF00300	Histidine phosphatase superfamily (branch 1)
OG0000198	33	18	None	None	IPR008775	Family Phytanoyl-CoA dioxygenase-like	PF05721	Phytanoyl-CoA dioxygenase (PhyH)
OG0000199	33	17	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR002772;IPR001764;IPR026891	Domain Glycoside hydrolase family 3 C-terminal domain;Domain Glycoside hydrolase, family 3, N-terminal;Domain Fibronectin type III-like domain	PF01915;PF00933;PF14310	Glycosyl hydrolase family 3 C-terminal domain;Glycosyl hydrolase family 3 N terminal domain;Fibronectin type III-like domain
OG0000200	33	17	GO:0016491	oxidoreductase activity 	IPR002227	Domain Tyrosinase copper-binding domain	PF00264	Common central domain of tyrosinase
OG0000201	33	18	None	None	None	None	None	None
OG0000202	33	20	GO:0016787	hydrolase activity 	IPR013094	Domain Alpha/beta hydrolase fold-3	PF07859	alpha/beta hydrolase fold
OG0000203	33	17	GO:0008270;GO:0000981;GO:0006355;GO:0003677;GO:0006351	zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;DNA binding ;DNA-templated transcription 	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi	PF00172;PF04082	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain 
OG0000204	33	16	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0000205	33	15	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0000206	33	19	None	None	None	None	None	None
OG0000207	32	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000208	32	14	GO:0004061;GO:0019441	arylformamidase activity ;tryptophan catabolic process to kynurenine 	IPR007325	Family Kynurenine formamidase/cyclase-like	PF04199	Putative cyclase
OG0000209	32	19	None	None	IPR000560	Family Histidine phosphatase superfamily, clade-2	PF00328	Histidine phosphatase superfamily (branch 2)
OG0000210	32	23	GO:0006672;GO:0016020;GO:0016811	ceramide metabolic process ;membrane ;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides 	IPR008901	Family Alkaline ceramidase	PF05875	Ceramidase
OG0000211	32	17	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0000212	32	18	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743;PF13450	Flavin-binding monooxygenase-like;NAD(P)-binding Rossmann-like domain
OG0000213	32	18	None	None	None	None	None	None
OG0000214	32	14	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0000215	32	16	None	None	None	None	None	None
OG0000216	32	23	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0000217	32	17	GO:0005576;GO:0005975;GO:0030248	extracellular region ;carbohydrate metabolic process ;cellulose binding 	IPR005103;IPR000254	Domain Auxiliary Activity family 9, catalytic domain;Domain Cellulose-binding domain, fungal	PF03443;PF00734	Auxiliary Activity family 9 (formerly GH61);Fungal cellulose binding domain
OG0000218	32	12	None	None	IPR024535	Domain Rhamnogalacturonase A/B/Epimerase-like, pectate lyase domain	PF12708	Pectate lyase superfamily protein
OG0000219	32	17	None	None	None	None	None	None
OG0000220	32	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000221	32	16	GO:0050660;GO:0016491	flavin adenine dinucleotide binding ;oxidoreductase activity 	IPR012951;IPR006094	Domain Berberine/berberine-like;Domain FAD linked oxidase, N-terminal	PF08031;PF01565	Berberine and berberine like ;FAD binding domain 
OG0000222	32	23	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0000223	32	15	None	None	IPR007111	Domain NACHT nucleoside triphosphatase	PF05729	NACHT domain
OG0000224	32	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000225	31	22	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0000226	31	20	GO:0008270;GO:0003677;GO:0006351	zinc ion binding ;DNA binding ;DNA-templated transcription 	IPR033121;IPR007219	Domain Peptidase family A1 domain;Domain Transcription factor domain, fungi	PF00026;PF04082	Eukaryotic aspartyl protease;Fungal specific transcription factor domain 
OG0000227	31	19	None	None	IPR013830	Domain SGNH hydrolase-type esterase domain	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0000228	31	19	GO:0016787	hydrolase activity 	IPR013094;IPR022742	Domain Alpha/beta hydrolase fold-3;Domain Serine aminopeptidase, S33	PF07859;PF12146	alpha/beta hydrolase fold;Serine aminopeptidase, S33
OG0000229	31	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000230	31	17	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF13738;PF00743	Pyridine nucleotide-disulphide oxidoreductase;Flavin-binding monooxygenase-like
OG0000231	31	23	None	None	IPR027450;IPR000868	Domain Alpha-ketoglutarate-dependent dioxygenase AlkB-like;Domain Isochorismatase-like	PF13532;PF00857	2OG-Fe(II) oxygenase superfamily;Isochorismatase family
OG0000232	31	20	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0000233	31	16	None	None	None	None	None	None
OG0000234	31	20	None	None	None	None	None	None
OG0000235	31	23	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000236	31	16	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR001722	Family Glycoside hydrolase, family 7	PF00840	Glycosyl hydrolase family 7
OG0000237	31	14	None	None	None	None	None	None
OG0000238	31	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000239	31	23	None	None	None	None	None	None
OG0000240	31	17	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000241	31	23	GO:0005524	ATP binding 	IPR006204;IPR013750	Domain GHMP kinase N-terminal domain;Domain GHMP kinase, C-terminal domain	PF00288;PF08544	GHMP kinases N terminal domain;GHMP kinases C terminal 
OG0000242	31	23	None	None	IPR033121	Domain Peptidase family A1 domain	PF00026	Eukaryotic aspartyl protease
OG0000243	30	16	None	None	None	None	None	None
OG0000244	30	19	None	None	IPR021833	Family Protein of unknown function DUF3425	PF11905	Domain of unknown function (DUF3425)
OG0000245	30	22	None	None	IPR006598	Domain Glycosyl transferase CAP10 domain	PF05686	Glycosyl transferase family 90
OG0000246	30	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000247	30	20	GO:0016614;GO:0050660	oxidoreductase activity, acting on CH-OH group of donors ;flavin adenine dinucleotide binding 	IPR007867;IPR000172	Domain Glucose-methanol-choline oxidoreductase, C-terminal;Domain Glucose-methanol-choline oxidoreductase, N-terminal	PF05199;PF00732	GMC oxidoreductase;GMC oxidoreductase
OG0000248	30	18	None	None	None	None	None	None
OG0000249	30	16	None	None	None	None	None	None
OG0000250	30	17	GO:0016020	membrane 	IPR007568	Family RTA-like protein	PF04479	RTA1 like protein
OG0000251	30	15	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000252	30	19	None	None	IPR044862	Domain Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain	PF13640	2OG-Fe(II) oxygenase superfamily
OG0000253	30	22	GO:0050661;GO:0051287	NADP binding ;NAD binding 	IPR006115;IPR029154	Domain 6-phosphogluconate dehydrogenase, NADP-binding;Domain 3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain	PF03446;PF14833	NAD binding domain of 6-phosphogluconate dehydrogenase;NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
OG0000254	30	23	None	None	IPR018535	Domain Domain of unknown function DUF1996	PF09362	Domain of unknown function (DUF1996)
OG0000255	30	22	None	None	IPR005532;IPR024775;IPR019257	Domain Sulfatase-modifying factor enzyme;Domain DinB-like domain;Domain Histidine-specific methyltransferase, SAM-dependent	PF03781;PF12867;PF10017	Sulfatase-modifying factor enzyme 1;DinB superfamily;Histidine-specific methyltransferase, SAM-dependent
OG0000256	30	17	GO:0016491	oxidoreductase activity 	IPR003819	Domain TauD/TfdA-like domain	PF02668	Taurine catabolism dioxygenase TauD, TfdA family
OG0000257	30	23	None	None	IPR019378	Family GDP-fucose protein O-fucosyltransferase	PF10250	GDP-fucose protein O-fucosyltransferase
OG0000258	30	17	GO:0050660;GO:0003824	flavin adenine dinucleotide binding ;catalytic activity 	IPR006094;IPR004113	Domain FAD linked oxidase, N-terminal;Domain FAD-binding oxidoreductase/transferase, type 4, C-terminal	PF01565;PF02913	FAD binding domain ;FAD linked oxidases, C-terminal domain
OG0000259	30	16	None	None	IPR023041	Domain Glucose receptor Git3, N-terminal	PF11710	G protein-coupled glucose receptor regulating Gpa2
OG0000260	30	18	GO:0005576;GO:0016787	extracellular region ;hydrolase activity 	IPR010126	Family Esterase, PHB depolymerase	PF10503	Esterase PHB depolymerase
OG0000261	30	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000262	30	23	GO:0006807;GO:0036361	N/A;racemase activity, acting on amino acids and derivatives 	IPR003010;IPR015942	Domain Carbon-nitrogen hydrolase;Family Asp/Glu/hydantoin racemase	PF00795;PF01177	Carbon-nitrogen hydrolase;Asp/Glu/Hydantoin racemase
OG0000263	30	22	None	None	IPR004014;IPR006068	Domain Cation-transporting P-type ATPase, N-terminal;Domain Cation-transporting P-type ATPase, C-terminal	PF00122;PF00690;PF00689;PF13246;PF00702	E1-E2 ATPase;Cation transporter/ATPase, N-terminus;Cation transporting ATPase, C-terminus;Cation transport ATPase (P-type);haloacid dehalogenase-like hydrolase
OG0000264	30	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000265	30	19	None	None	IPR023631	Domain Amidase signature domain	PF01425	Amidase
OG0000266	30	17	GO:0016829	lyase activity 	IPR002220	Family DapA-like	PF00701	Dihydrodipicolinate synthetase family
OG0000267	30	23	GO:0003677;GO:0005524;GO:0016787	DNA binding ;ATP binding ;hydrolase activity 	IPR032438;IPR032830;IPR006935	Domain ERCC3/RAD25/XPB helicase, C-terminal domain;Domain Helicase XPB/Ssl2, N-terminal domain;Domain Helicase/UvrB, N-terminal	PF16203;PF13625;PF04851	ERCC3/RAD25/XPB C-terminal helicase;Helicase conserved C-terminal domain;Type III restriction enzyme, res subunit
OG0000268	30	23	None	None	IPR025995;IPR026541	Domain RNA binding activity-knot of a chromodomain;Domain MRG domain	PF11717;PF05712	RNA binding activity-knot of a chromodomain ;MRG
OG0000269	30	23	None	None	None	None	None	None
OG0000270	30	20	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0000271	30	8	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
