cluster_id	change_node43	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0000250	-1	GO:0016020	membrane 	IPR007568	Family RTA-like protein	PF04479	RTA1 like protein
OG0000251	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000252	-1	None	None	IPR044862	Domain Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain	PF13640	2OG-Fe(II) oxygenase superfamily
OG0000256	-1	GO:0016491	oxidoreductase activity 	IPR003819	Domain TauD/TfdA-like domain	PF02668	Taurine catabolism dioxygenase TauD, TfdA family
OG0000258	-1	GO:0050660;GO:0003824	flavin adenine dinucleotide binding ;catalytic activity 	IPR006094;IPR004113	Domain FAD linked oxidase, N-terminal;Domain FAD-binding oxidoreductase/transferase, type 4, C-terminal	PF01565;PF02913	FAD binding domain ;FAD linked oxidases, C-terminal domain
OG0000259	-1	None	None	IPR023041	Domain Glucose receptor Git3, N-terminal	PF11710	G protein-coupled glucose receptor regulating Gpa2
OG0000260	-1	GO:0005576;GO:0016787	extracellular region ;hydrolase activity 	IPR010126	Family Esterase, PHB depolymerase	PF10503	Esterase PHB depolymerase
OG0000261	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000264	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000271	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000272	-1	None	None	IPR046540	Domain N,N-dimethylformamidase beta subunit-like, C-terminal	PF20254	N,N-dimethylformamidase beta subunit-like, C-terminal
OG0000273	-1	None	None	None	None	None	None
OG0000276	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000278	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0000280	-1	None	None	IPR013096	Domain Cupin 2, conserved barrel	PF07883	Cupin domain
OG0000282	-1	None	None	None	None	None	None
OG0000283	-1	None	None	IPR013154;IPR013149	Domain Alcohol dehydrogenase-like, N-terminal;Domain Alcohol dehydrogenase-like, C-terminal	PF08240;PF00107	Alcohol dehydrogenase GroES-like domain;Zinc-binding dehydrogenase
OG0000284	-1	None	None	IPR010839	Family Acyclic terpene utilisation	PF07287	Acyclic terpene utilisation family protein AtuA
OG0000285	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000286	-1	None	None	IPR000873;IPR025110	Domain AMP-dependent synthetase/ligase domain;Domain AMP-binding enzyme, C-terminal domain	PF00501;PF13193	AMP-binding enzyme;AMP-binding enzyme C-terminal domain
OG0000287	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0000295	-1	GO:0010181;GO:0016491	FMN binding ;oxidoreductase activity 	IPR001155	Domain NADH:flavin oxidoreductase/NADH oxidase, N-terminal	PF00724	NADH:flavin oxidoreductase / NADH oxidase family
OG0000297	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000299	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0000300	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR001722	Family Glycoside hydrolase, family 7	PF00840	Glycosyl hydrolase family 7
OG0000303	-1	None	None	IPR005103	Domain Auxiliary Activity family 9, catalytic domain	PF03443	Auxiliary Activity family 9 (formerly GH61)
OG0000305	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000308	-1	None	None	IPR013096	Domain Cupin 2, conserved barrel	PF07883	Cupin domain
OG0000309	-1	GO:0008239;GO:0016787	dipeptidyl-peptidase activity ;hydrolase activity 	IPR013736;IPR000383	Domain Xaa-Pro dipeptidyl-peptidase, C-terminal;Domain Xaa-Pro dipeptidyl-peptidase-like domain	PF08530;PF02129	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain;X-Pro dipeptidyl-peptidase (S15 family)
OG0000310	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000311	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0000312	-1	None	None	IPR035396	Domain Alpha-L-rhamnosidase, six-hairpin glycosidase domain	PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain
OG0000313	-1	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0000317	-1	GO:0016627;GO:0050660	oxidoreductase activity, acting on the CH-CH group of donors ;flavin adenine dinucleotide binding 	IPR009075;IPR013786;IPR006091	Domain Acyl-CoA dehydrogenase/oxidase, C-terminal;Domain Acyl-CoA dehydrogenase/oxidase, N-terminal;Domain Acyl-CoA oxidase/dehydrogenase, middle domain	PF00441;PF02771;PF02770	Acyl-CoA dehydrogenase, C-terminal domain;Acyl-CoA dehydrogenase, N-terminal domain;Acyl-CoA dehydrogenase, middle domain
OG0000318	-1	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0000320	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000324	-1	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000326	-1	GO:0006508;GO:0008236	proteolysis ;serine-type peptidase activity 	IPR000209	Domain Peptidase S8/S53 domain	PF00082	Subtilase family
OG0000337	-1	None	None	None	None	None	None
OG0000341	-1	GO:0016829;GO:0071949	lyase activity ;FAD binding 	IPR010451;IPR002938	Family Acetoacetate decarboxylase;Domain FAD-binding domain	PF06314;PF01494	Acetoacetate decarboxylase (ADC);FAD binding domain
OG0000344	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000345	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000347	-1	None	None	IPR013097	Domain Stress responsive alpha-beta barrel	PF07876	Stress responsive A/B Barrel Domain
OG0000348	-1	GO:0016616;GO:0046872;GO:0051287	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;metal ion binding ;NAD binding 	IPR012131	Family Histidinol dehydrogenase	PF00815	Histidinol dehydrogenase
OG0000351	-1	None	None	IPR021858	Family Fungal transcription factor	PF11951	Fungal specific transcription factor domain
OG0000354	-1	GO:0005524;GO:0016020;GO:0055085;GO:0140359	ATP binding ;membrane ;transmembrane transport ;ABC-type transporter activity 	IPR003439;IPR011527	Domain ABC transporter-like, ATP-binding domain;Domain ABC transporter type 1, transmembrane domain	PF00005;PF00664	ABC transporter;ABC transporter transmembrane region
OG0000357	-1	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0000362	-1	GO:0005515	protein binding 	IPR001214	Domain SET domain	PF00856	SET domain
OG0000366	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000367	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000370	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000373	-1	None	None	None	None	None	None
OG0000376	-1	GO:0003824;GO:0005506;GO:0006725;GO:0008199;GO:0009712;GO:0018576	catalytic activity ;iron ion binding ;N/A;ferric iron binding ;catechol-containing compound metabolic process ;catechol 1,2-dioxygenase activity 	IPR007535;IPR000627	Domain Catechol dioxygenase, N-terminal;Domain Intradiol ring-cleavage dioxygenase, C-terminal	PF04444;PF00775	Catechol dioxygenase N terminus;Dioxygenase
OG0000377	-1	None	None	IPR031728	Domain Beta-glucuronidase, C-terminal	PF16862	Glycosyl hydrolase family 79 C-terminal beta domain
OG0000380	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000387	-1	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000392	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000393	-1	GO:0004806;GO:0016042	triacylglycerol lipase activity ;lipid catabolic process 	IPR005152	Family Lipase, secreted	PF03583	Secretory lipase 
OG0000394	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000400	-1	GO:0005515	protein binding 	IPR001214	Domain SET domain	PF00856	SET domain
OG0000410	-1	GO:0016614;GO:0050660	oxidoreductase activity, acting on CH-OH group of donors ;flavin adenine dinucleotide binding 	IPR000172;IPR007867	Domain Glucose-methanol-choline oxidoreductase, N-terminal;Domain Glucose-methanol-choline oxidoreductase, C-terminal	PF00732;PF05199	GMC oxidoreductase;GMC oxidoreductase
OG0000414	-1	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000418	-1	GO:0005524;GO:0016020;GO:0042626;GO:0055085;GO:0140359	ATP binding ;membrane ;ATPase-coupled transmembrane transporter activity ;transmembrane transport ;ABC-type transporter activity 	IPR003439;IPR013525;IPR010929;IPR043926	Domain ABC transporter-like, ATP-binding domain;Domain ABC-2 type transporter, transmembrane domain;Domain CDR ABC transporter;Domain ABC transporter family G domain	PF00005;PF01061;PF06422;PF19055	ABC transporter;ABC-2 type transporter;CDR ABC transporter;ABC-2 type transporter
OG0000419	-1	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743	Flavin-binding monooxygenase-like
OG0000423	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0000427	-1	None	None	IPR015168	Domain SsuA/THI5-like	PF09084	NMT1/THI5 like
OG0000430	-1	GO:0050660;GO:0016491	flavin adenine dinucleotide binding ;oxidoreductase activity 	IPR006094;IPR012951	Domain FAD linked oxidase, N-terminal;Domain Berberine/berberine-like	PF01565;PF08031	FAD binding domain ;Berberine and berberine like 
OG0000436	-1	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0000437	-1	GO:0005515	protein binding 	IPR001214	Domain SET domain	PF00856	SET domain
OG0000439	-1	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 	IPR020616;IPR020617	Domain Thiolase, N-terminal;Domain Thiolase, C-terminal	PF00108;PF02803	Thiolase, N-terminal domain;Thiolase, C-terminal domain
OG0000442	-1	None	None	IPR008030	Domain NmrA-like domain	PF05368	NmrA-like family
OG0000446	-1	None	None	IPR000801	Family Esterase-like	PF00756	Putative esterase
OG0000447	-1	None	None	None	None	None	None
OG0000448	-1	None	None	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0000450	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR000109	Family Proton-dependent oligopeptide transporter family	PF00854	POT family
OG0000454	-1	None	None	None	None	None	None
OG0000455	-1	GO:0016491;GO:0046872	oxidoreductase activity ;metal ion binding 	IPR001670	Domain Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA	PF00465	Iron-containing alcohol dehydrogenase 
OG0000462	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000463	-1	None	None	None	None	None	None
OG0000472	-1	GO:0016616;GO:0051287	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;NAD binding 	IPR006139;IPR006140	Domain D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;Domain D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	PF00389;PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
OG0000477	-1	GO:0016491	oxidoreductase activity 	IPR002937;IPR006175	Domain Amine oxidase;Family YjgF/YER057c/UK114 family	PF01593;PF01042	Flavin containing amine oxidoreductase;Endoribonuclease L-PSP
OG0000489	-1	GO:0016836	hydro-lyase activity 	IPR000581	Family Dihydroxy-acid/6-phosphogluconate dehydratase	PF00920	Dehydratase family
OG0000498	-1	None	None	IPR007111;IPR031359	Domain NACHT nucleoside triphosphatase;Domain NWD NACHT-NTPase, N-terminal	PF05729;PF17100	NACHT domain;N-terminal domain of NWD NACHT-NTPase
OG0000499	-1	None	None	None	None	None	None
OG0000503	-1	None	None	None	None	None	None
OG0000515	-1	GO:0035673	oligopeptide transmembrane transporter activity 	IPR004813	Family Oligopeptide transporter, OPT superfamily	PF03169	OPT oligopeptide transporter protein
OG0000529	-1	None	None	None	None	None	None
OG0000543	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697	Alpha/beta hydrolase family
OG0000544	-1	None	None	IPR018392	Domain LysM domain	PF01476	LysM domain
OG0000545	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000550	-1	GO:0018580	nitronate monooxygenase activity 	IPR004136	Domain Nitronate monooxygenase	PF03060	Nitronate monooxygenase
OG0000578	-1	GO:0004451;GO:0019752	isocitrate lyase activity ;carboxylic acid metabolic process 	IPR006254	Family Isocitrate lyase	PF00463	Isocitrate lyase family
OG0000604	-1	GO:0003824;GO:0006725;GO:0008199	catalytic activity ;N/A;ferric iron binding 	IPR000627	Domain Intradiol ring-cleavage dioxygenase, C-terminal	PF00775	Dioxygenase
OG0000611	-1	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0000612	-1	GO:0006725;GO:0008198;GO:0016491	N/A;ferrous iron binding ;oxidoreductase activity 	IPR004183	Domain Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B	PF02900	Catalytic LigB subunit of aromatic ring-opening dioxygenase
